-0.976388 0.164709 -0.976388 0.150454 0.0703623 -0.58778 0.463595 -0.315648 -1.2908 -0.902373 
-1.54287 -0.976388 -0.444244 -1.08619 -0.791722 1.92522 -0.374394 2.23744 -0.552389 -0.791722 
-0.351948 -0.157 -1.01711 0.359042 -0.873438 -0.0266964 1.25566 -1.39501 -0.0744263 -0.74584 
-0.856337 -0.105938 -0.226274 -0.0491749 0.876871 -0.791722 -0.471446 0.946342 -0.271895 -1.44379 
0.0599436 -0.338627 0.173805 -0.247477 -0.189922 0.52768 0.164709 0.540329 -0.226274 -0.163349 
0.191273 -0.65667 0.566391 0.540329 0.32786 -0.950151 -0.170614 -0.893126 -1.05213 0.863709 
-0.911107 -0.856337 -0.74584 1.07008 -0.151651 1.13563 0.340986 -0.602139 -1.36883 -0.450202 
1.73192 0.253012 0.703054 -0.226274 -0.183571 -0.71181 -0.893126 0.0118277 -1.08619 0.359042 
-0.462119 -0.843142 0.309105 0.231813 0.0703623 -0.552389 -0.226274 -0.0804096 1.51645 -0.929543 
-1.08619 -0.170614 0.420423 0.261714 -1.92034 1.25566 1.0412 -0.69101 0.433441 -0.261187 
-0.462119 0.409751 -0.0491749 0.309105 -0.0425706 0.0770556 -0.0266964 -0.644153 0.231813 -0.132761 
-0.994675 0.624292 -1.02832 0.150454 -0.362563 -0.315648 0.0284775 -0.444244 1.0412 -1.2908 
-0.105938 -0.491864 0.733933 -1.14697 -0.818342 -0.735083 0.919839 -1.16696 -0.483518 -0.261187 
-0.271895 -0.435984 0.863709 -0.491864 0.0343964 0.309105 0.272988 -0.0491749 -0.138478 -1.44379 
0.598988 0.116828 0.52768 0.201553 0.349522 -0.843142 -0.735083 0.0432067 0.100573 -0.0804096 
-0.351948 0.433441 0.661915 0.214165 -0.758236 1.45527 -1.57268 -1.01711 -0.873438 0.974542 
-0.807969 -1.33738 -0.345851 -0.552389 -1.13185 0.974542 -1.02832 0.733933 -0.338627 0.320326 
0.399894 -0.0192568 -0.306595 -0.633383 -0.351948 1.13563 -0.620511 0.463595 -1.39501 -1.24222 
0.661915 -0.143767 -1.74405 1.35556 -1.2908 0.349522 0.359042 -0.38997 -1.13185 -0.71181 
-0.357631 -0.532026 -0.95978 -1.47695 -0.221508 -0.226274 -0.911107 0.52768 -1.24222 0.201553 
-1.08619 -0.679297 -0.633383 0.756103 0.505849 0.340986 -1.31681 -2.25542 0.420423 1.73192 
0.0432067 0.919839 -0.119616 -0.125804 0.156221 0.173805 0.0703623 0.0770556 -0.479502 0.0202118 
-0.035647 0.309105 0.29328 0.150454 0.0118277 0.349522 0.0873013 0.132974 0.00513895 0.226751 
1.35556 -0.362563 -0.911107 -1.54287 -0.151651 0.349522 -0.758236 -0.902373 -1.33738 0.588379 
-0.435984 0.447999 -0.0682506 -0.520844 0.756103 -0.151651 0.108008 0.0343964 0.108008 -0.950151 
-1.09919 -0.462119 -0.633383 -0.595569 -1.05213 1.51645 0.0536857 0.661915 -0.58778 -0.578299 
0.100573 -0.791722 -0.432164 -0.950151 1.39677 0.550421 -0.395869 0.100573 0.974542 -1.44379 
0.272988 -0.856337 -0.666312 -0.0266964 -1.02832 -0.330277 0.540329 -0.38471 1.0412 0.895341 
0.77301 0.0536857 -0.338627 -0.183571 0.132974 -0.125804 -0.351948 0.214165 -0.210299 0.100573 
-0.163349 0.340986 0.214165 -0.119616 0.100573 0.0933275 0.132974 -0.210299 0.0284775 0.0343964 
-0.189922 0.0703623 0.150454 -0.202644 0.108008 0.359042 0.0599436 -0.143767 -0.157 0.125703 
0.0536857 0.733933 -0.0804096 -0.236934 -0.132761 0.272988 -0.0123194 -0.221508 -0.143767 -0.177668 
0.0651279 1.51645 -0.202644 -0.322619 -0.723822 0.540329 0.00513895 0.156221 -1.66528 -0.552389 
0.184444 0.756103 -0.69101 -0.922558 -0.405283 1.60812 -0.163349 -0.125804 -1.4185 -0.425112 
0.895341 -0.699045 -1.44379 0.0873013 -0.611964 -1.54287 -0.105938 0.340986 0.713977 -0.119616 
-0.221508 -0.0425706 1.07008 -1.16696 -0.254721 0.359042 -0.147057 -0.491864 -1.33738 -0.157 
0.494596 -0.261187 -0.226274 -0.922558 0.320326 -0.491864 -0.395869 -0.170614 -0.502141 1.45527 
0.624292 0.000741135 0.0651279 -1.74405 0.566391 -0.3681 -0.502141 -0.432164 0.221228 -0.939157 
-0.71181 0.588379 0.471528 2.23744 -0.163349 -2.25542 -0.425112 -0.38997 0.0284775 -0.00441224 
-1.19253 0.52768 -1.57268 0.644509 0.261714 1.18604 -0.929543 -1.36883 -1.66528 0.609718 
-0.138478 -0.293885 1.73192 1.73192 -0.902373 0.142852 -1.11922 0.85061 -1.54287 -2.06703 
-0.502141 -1.16696 -1.26541 0.32786 0.609718 -0.087231 -1.51298 -1.54287 0.409751 -0.163349 
-0.143767 0.0770556 0.85061 -0.976388 0.624292 -0.395869 -0.357631 -0.0744263 -0.450202 0.29328 
-0.183571 -0.520844 1.0412 1.45527 -1.19253 0.550421 -0.828237 -0.611964 -0.483518 0.150454 
-1.06291 0.108008 -0.578299 0.000741135 -0.511383 -0.00441224 0.221228 -0.666312 -0.157 -1.4185 
0.946342 -0.357631 0.463595 0.624292 -0.699045 1.13563 -1.01711 -0.491864 -0.911107 -0.261187 
-0.450202 -0.101335 -0.0804096 -0.241828 -0.226274 -0.119616 -0.035647 0.876871 -0.183571 0.0118277 
0.0873013 0.0284775 -0.560868 -0.758236 0.132974 0.32786 -0.425112 -0.843142 -0.0744263 0.703054 
0.791318 -0.994675 0.0343964 -0.455418 0.832261 -1.19253 0.540329 -1.66528 -1.54287 -0.532026 
-0.315648 -1.06291 0.399894 -1.62431 -0.338627 0.0491449 -0.230297 -0.843142 1.51645 0.0202118 
-0.0612967 0.463595 0.609718 -1.01711 0.164709 0.164709 -0.271895 1.21662 -1.06291 -0.544715 
-0.479502 1.21662 -0.432164 -0.560868 0.481757 -1.16696 0.703054 1.0412 0.132974 -0.95978 
-0.552389 0.253012 1.10727 -1.16696 -0.0682506 -0.177668 -0.119616 0.811948 -0.163349 -1.66528 
-0.357631 -0.994675 -0.271895 -0.611964 -0.374394 -0.230297 0.494596 -1.09919 0.272988 -0.0612967 
-0.0425706 -0.0123194 0.283455 -0.132761 -0.902373 0.201553 0.609718 0.420423 0.000741135 -0.261187 
0.0536857 0.811948 0.481757 -0.776566 0.505849 -0.511383 -0.101335 -1.01711 -0.254721 -1.11922 
0.399894 0.399894 0.733933 -0.425112 0.231813 0.297805 -0.843142 -0.38471 -0.087231 -0.170614 
0.0432067 0.201553 0.156221 0.0284775 -0.157 0.675532 -0.035647 -0.035647 -0.435984 -0.0123194 
-0.345851 -0.950151 0.231813 -0.163349 1.07008 0.221228 0.116828 0.447999 0.433441 -2.06703 
0.447999 -0.282743 1.10727 1.07008 -1.47695 -0.611964 -0.679297 0.0118277 -0.776566 0.29328 
-0.455418 0.156221 1.21662 -0.873438 -0.183571 0.226751 -0.241828 -0.151651 0.374887 -0.163349 
-1.66528 -0.699045 -0.282743 -1.21958 0.588379 -0.939157 -0.950151 0.191273 0.974542 0.447999 
-0.0192568 0.261714 1.35556 -1.16696 -0.395869 0.550421 0.433441 -1.11922 -1.14697 -0.455418 
-0.147057 -0.163349 -0.202644 1.10727 -0.236934 -0.0682506 -0.105938 0.0651279 0.201553 -0.374394 
-0.595569 -0.873438 -0.929543 -2.73421 -1.39501 2.23744 1.51645 -0.11022 -0.405283 -0.215413 
-0.412373 0.0933275 -0.552389 2.23744 -0.0192568 1.60812 -0.595569 -1.44379 -1.51298 1.00918 
-0.71181 -0.462119 -0.236934 -0.776566 -1.39501 1.51645 -0.435984 -0.425112 -0.560868 1.73192 
-0.0744263 0.661915 -0.418903 -0.330277 -0.163349 0.283455 -0.147057 -0.087231 0.272988 0.0805634 
0.505849 -0.58778 -0.911107 -1.13185 0.820659 0.399894 -0.226274 0.309105 0.399894 -1.11922 
-0.611964 0.946342 -1.92034 -0.132761 -0.74584 0.713977 0.895341 0.505849 0.0703623 -0.893126 
-0.0612967 0.946342 -0.271895 -0.0539033 0.116828 0.261714 0.283455 -0.38471 -0.644153 -0.087231 
-1.08619 0.876871 0.297805 -0.791722 -1.57268 0.0703623 -0.38471 -1.01711 -0.58778 -0.322619 
-0.087231 0.272988 0.156221 0.108008 0.0933275 0.272988 0.32786 0.000741135 -0.151651 -0.0539033 
0.895341 -1.36883 0.566391 0.0651279 -1.26541 0.588379 -0.843142 -0.330277 -0.261187 -0.293885 
0.116828 0.244363 0.863709 0.399894 -0.357631 -0.322619 -0.0956149 -1.57268 -0.633383 -0.994675 
-0.0192568 0.540329 0.283455 0.0770556 0.0651279 0.340986 0.150454 0.0432067 -0.0682506 -0.11022 
0.919839 -0.758236 0.349522 -0.95978 -1.13185 0.272988 0.253012 -0.520844 -0.236934 -0.00441224 
0.588379 -0.776566 -0.758236 0.832261 -1.44379 0.0805634 -1.21958 -0.0491749 -0.873438 0.675532 
-0.330277 -0.105938 0.550421 0.173805 -0.483518 0.226751 -0.976388 -0.226274 -0.362563 -0.432164 
0.811948 -0.170614 -2.06703 0.0536857 0.463595 -1.11922 1.73192 -0.105938 -1.54287 1.32868 
-0.560868 -0.873438 -0.666312 -0.170614 0.505849 -0.950151 -0.215413 -0.189922 -1.74405 0.85061 
-0.395869 -0.330277 -0.0425706 -0.491864 0.125703 0.150454 0.253012 0.713977 -0.163349 -0.699045 
-0.183571 -1.01711 0.609718 -0.374394 -1.57268 -0.69101 0.481757 0.820659 -0.202644 0.791318 
-0.74584 -1.13185 -0.444244 -1.31681 0.505849 1.32868 -1.08619 -1.54287 -1.54287 1.35556 
-0.271895 -1.47695 -1.14697 0.108008 1.60812 -1.09919 0.191273 -0.532026 -0.791722 -0.723822 
-0.315648 0.703054 -1.62431 1.60812 0.52768 -0.65667 -0.132761 0.0599436 -1.66528 0.85061 
-0.432164 0.0343964 0.150454 -0.491864 -0.520844 1.18604 0.309105 0.895341 -0.405283 -0.00441224 
0.0651279 1.18604 0.481757 1.39677 0.675532 -0.856337 -0.330277 -0.58778 -0.412373 -0.873438 
-0.602139 -0.560868 -0.807969 -0.578299 -0.95978 -0.818342 1.07008 -0.791722 0.32786 -0.432164 
-0.202644 -0.177668 -0.276796 1.21662 0.0873013 -0.0491749 -0.254721 0.540329 -0.939157 -0.412373 
-0.151651 -0.0612967 0.0202118 -0.479502 -0.976388 -1.11922 0.214165 -0.856337 0.77301 0.919839 
-1.19253 0.609718 -0.578299 -1.21958 0.661915 1.00918 -0.254721 -0.362563 -1.26541 0.385931 
-0.432164 0.895341 -0.189922 1.45527 1.29372 -1.62431 -0.679297 0.0536857 0.463595 -0.902373 
-0.776566 -0.405283 -0.856337 0.132974 -0.544715 -0.828237 1.10727 0.540329 0.733933 -0.922558 
0.919839 -0.11022 -0.735083 -0.125804 1.92522 -0.69101 -0.491864 1.25566 -0.58778 -2.25542 
-0.69101 0.29328 -0.132761 2.23744 -0.511383 -1.33738 0.598988 1.25566 -0.143767 -0.322619 
-0.151651 -0.0491749 0.433441 1.13563 -1.09919 -0.38471 0.399894 -0.261187 -0.418903 0.811948 
-0.450202 -0.0804096 0.0491449 -0.544715 0.675532 0.340986 -0.929543 -0.215413 -0.0956149 -0.157 
-1.11922 -0.271895 -0.0539033 -0.3681 -0.69101 1.73192 -0.293885 1.07008 -0.315648 -0.644153 
-0.65667 0.52768 -0.202644 -1.06291 1.60812 -0.520844 0.164709 -0.520844 0.00513895 -1.92034 
-0.37976 -0.929543 -0.455418 -0.544715 -0.791722 -0.395869 -0.322619 0.283455 1.92522 -0.873438 
-0.450202 -0.0123194 -0.157 -0.37976 -0.856337 -0.221508 -0.215413 1.13563 -0.338627 -1.02832 
-0.807969 0.0933275 0.447999 0.661915 -0.929543 -1.74405 -1.13185 0.946342 -0.994675 -1.74405 
-1.05213 0.588379 -0.595569 0.399894 0.156221 -0.338627 -0.276796 0.463595 0.385931 -0.843142 
